,Race,Gender,Year,JobType
53862,White,Men,2015,Unskilled
25169,White,Women,2007,Unskilled
1973,White,Men,2015,Skilled
37855,White,Women,2007,Unskilled
42317,Minority,Women,2007,Unskilled
23993,White,Men,2007,Unskilled
16993,White,Women,2007,Skilled
60844,White,Women,2007,Semi-Skilled
34417,Minority,Men,2007,Unskilled
9825,White,Men,2015,Skilled
49731,Minority,Women,2015,Unskilled
56617,White,Men,2007,Semi-Skilled
21068,Minority,Women,2015,Unskilled
42,White,Men,2007,Skilled
18702,White,Men,2015,Skilled
3400,White,Men,2007,Skilled
55892,White,Men,2007,Semi-Skilled
74026,White,Men,2007,Unskilled
11828,White,Men,2015,Skilled
16836,Minority,Women,2007,Unskilled
30649,Minority,Men,2015,Semi-Skilled
512,White,Men,2007,Skilled
40672,White,Women,2007,Unskilled
37675,Minority,Men,2015,Unskilled
48154,White,Men,2007,Unskilled
623,White,Men,2007,Skilled
83408,White,Women,2015,Unskilled
77682,White,Women,2007,Unskilled
26126,White,Women,2007,Unskilled
23437,White,Men,2007,Unskilled
18251,Minority,Women,2015,Unskilled
29922,Minority,Men,2015,Semi-Skilled
3249,Minority,Women,2015,Skilled
29406,Minority,Men,2015,Semi-Skilled
35834,White,Women,2007,Unskilled
46914,White,Women,2015,Unskilled
51771,Minority,Women,2015,Unskilled
15037,White,Men,2007,Skilled
38892,White,Women,2007,Unskilled
54689,White,Men,2015,Unskilled
62776,White,Men,2015,Semi-Skilled
40574,Minority,Men,2007,Unskilled
40105,Minority,Men,2007,Unskilled
8560,Minority,Women,2007,Unskilled
28062,Minority,Men,2015,Semi-Skilled
29543,Minority,Men,2015,Semi-Skilled
51385,White,Men,2007,Unskilled
60331,White,Women,2007,Semi-Skilled
18175,Minority,Women,2015,Unskilled
78930,White,Men,2015,Unskilled
29859,White,Men,2015,Unskilled
38608,White,Women,2007,Unskilled
79060,White,Men,2015,Unskilled
77389,White,Women,2007,Unskilled
76391,White,Women,2007,Unskilled
22503,White,Men,2007,Unskilled
30644,Minority,Men,2015,Semi-Skilled
5204,White,Men,2007,Skilled
42968,White,Women,2015,Unskilled
19227,White,Men,2015,Skilled
9745,Minority,Men,2015,Unskilled
37293,Minority,Men,2015,Unskilled
50645,Minority,Women,2015,Unskilled
78041,White,Women,2007,Unskilled
62814,White,Men,2015,Semi-Skilled
74181,White,Men,2007,Unskilled
32894,White,Women,2015,Unskilled
71009,White,Men,2015,Unskilled
50593,Minority,Women,2015,Unskilled
2051,Minority,Men,2015,Skilled
48006,White,Men,2007,Unskilled
24873,White,Women,2007,Unskilled
24762,White,Women,2007,Unskilled
32688,White,Women,2015,Unskilled
81464,White,Women,2015,Unskilled
58135,White,Men,2007,Semi-Skilled
7080,Minority,Men,2007,Unskilled
38153,Minority,Men,2015,Unskilled
45261,Minority,Women,2007,Unskilled
2762,Minority,Men,2015,Skilled
72268,White,Men,2007,Unskilled
48695,White,Men,2007,Unskilled
45815,Minority,Men,2015,Unskilled
29333,Minority,Men,2015,Semi-Skilled
19176,Minority,Women,2015,Unskilled
38811,White,Women,2007,Unskilled
50727,White,Men,2007,Unskilled
38115,White,Women,2007,Unskilled
59328,White,Men,2007,Semi-Skilled
37352,Minority,Men,2015,Unskilled
24089,Minority,Men,2015,Unskilled
13235,White,Women,2015,Skilled
38434,White,Women,2007,Unskilled
43065,White,Women,2015,Unskilled
40627,Minority,Men,2007,Unskilled
72142,White,Women,2015,Unskilled
9188,Minority,Women,2007,Unskilled
59895,White,Women,2007,Semi-Skilled
7729,Minority,Men,2007,Unskilled
8632,White,Men,2015,Skilled
2154,White,Men,2015,Skilled
12330,White,Women,2015,Skilled
23139,White,Men,2007,Unskilled
7075,White,Women,2007,Skilled
2768,White,Men,2007,Skilled
25272,White,Women,2007,Unskilled
37638,White,Women,2007,Unskilled
23779,White,Men,2007,Unskilled
22619,White,Men,2007,Unskilled
37542,Minority,Men,2015,Unskilled
54045,White,Men,2015,Unskilled
66148,White,Men,2007,Unskilled
74098,White,Men,2007,Unskilled
31653,Minority,Women,2015,Semi-Skilled
33907,Minority,Men,2007,Unskilled
13369,White,Women,2015,Skilled
44642,White,Women,2015,Unskilled
62706,White,Men,2015,Semi-Skilled
51455,Minority,Women,2015,Unskilled
59135,White,Men,2007,Semi-Skilled
6487,White,Women,2007,Skilled
15402,White,Men,2007,Skilled
37531,Minority,Men,2015,Unskilled
16780,Minority,Women,2007,Unskilled
11408,Minority,Women,2015,Unskilled
53999,White,Men,2015,Unskilled
14279,White,Women,2015,Skilled
18952,Minority,Women,2015,Unskilled
5224,White,Men,2007,Skilled
44742,White,Women,2015,Unskilled
50422,White,Men,2007,Unskilled
52120,White,Men,2015,Unskilled
13125,White,Women,2015,Skilled
39071,White,Women,2007,Unskilled
10847,White,Men,2015,Skilled
32953,Minority,Men,2007,Unskilled
34792,Minority,Women,2007,Unskilled
54350,White,Men,2015,Unskilled
23156,White,Men,2007,Unskilled
53116,White,Men,2015,Unskilled
8121,White,Women,2007,Skilled
1828,White,Men,2015,Skilled
52627,Minority,Women,2015,Unskilled
23061,Minority,Men,2015,Unskilled
30959,Minority,Women,2015,Semi-Skilled
83450,White,Women,2015,Unskilled
49157,Minority,Women,2015,Unskilled
61175,White,Men,2015,Semi-Skilled
9036,White,Men,2015,Skilled
2194,White,Women,2015,Skilled
83865,White,Women,2015,Unskilled
40116,Minority,Men,2007,Unskilled
80743,White,Women,2015,Unskilled
14130,White,Women,2015,Skilled
9192,White,Men,2015,Skilled
13222,Minority,Men,2007,Unskilled
12375,Minority,Women,2015,Unskilled
11152,White,Men,2015,Skilled
46645,Minority,Men,2015,Unskilled
31273,Minority,Women,2015,Semi-Skilled
275,White,Men,2007,Skilled
46687,Minority,Men,2015,Unskilled
21673,White,Men,2007,Unskilled
10529,Minority,Men,2015,Unskilled
63224,White,Men,2015,Semi-Skilled
40530,Minority,Men,2007,Unskilled
58427,White,Men,2007,Semi-Skilled
36175,Minority,Men,2015,Unskilled
31546,Minority,Women,2015,Semi-Skilled
22037,Minority,Men,2007,Unskilled
14701,White,Men,2007,Skilled
17888,White,Women,2007,Skilled
33577,White,Women,2015,Unskilled
50864,Minority,Women,2015,Unskilled
11171,Minority,Women,2015,Unskilled
33076,Minority,Men,2007,Unskilled
44980,White,Women,2015,Unskilled
5243,White,Men,2007,Skilled
23576,Minority,Men,2015,Unskilled
3556,White,Men,2007,Skilled
17237,White,Women,2007,Skilled
49695,Minority,Women,2015,Unskilled
14232,White,Women,2015,Skilled
36081,White,Women,2007,Unskilled
16650,Minority,Women,2007,Unskilled
18442,Minority,Women,2015,Unskilled
78008,White,Women,2007,Unskilled
17381,Minority,Men,2015,Unskilled
2546,Minority,Men,2015,Skilled
55130,White,Women,2015,Unskilled
61668,White,Men,2015,Semi-Skilled
20509,White,Women,2015,Skilled
32970,White,Women,2015,Unskilled
852,Minority,Men,2007,Skilled
54111,White,Men,2015,Unskilled
78134,White,Women,2007,Unskilled
84313,White,Women,2015,Unskilled
81131,White,Women,2015,Unskilled
44227,White,Women,2015,Unskilled
38612,Minority,Women,2015,Unskilled
82115,White,Women,2015,Unskilled
18015,Minority,Women,2015,Unskilled
13611,Minority,Men,2007,Unskilled
27910,White,Men,2015,Unskilled
46026,Minority,Men,2015,Unskilled
44817,White,Women,2015,Unskilled
16560,White,Women,2007,Skilled
51703,Minority,Women,2015,Unskilled
11248,Minority,Women,2015,Unskilled
78267,White,Men,2015,Unskilled
19374,White,Men,2015,Skilled
27758,White,Women,2007,Unskilled
7135,White,Women,2007,Skilled
19501,White,Men,2015,Skilled
43501,Minority,Women,2007,Unskilled
5003,White,Men,2007,Skilled
51341,White,Men,2007,Unskilled
74162,White,Men,2007,Unskilled
28352,White,Men,2015,Unskilled
71238,White,Men,2015,Unskilled
7942,White,Women,2007,Skilled
58462,White,Men,2007,Semi-Skilled
14460,Minority,Women,2007,Unskilled
46615,White,Women,2015,Unskilled
52227,Minority,Women,2015,Unskilled
60712,White,Women,2007,Semi-Skilled
69201,White,Women,2007,Unskilled
29185,Minority,Men,2015,Semi-Skilled
30680,Minority,Men,2015,Semi-Skilled
13846,Minority,Men,2007,Unskilled
83533,White,Women,2015,Unskilled
11831,White,Men,2015,Skilled
6569,White,Women,2007,Skilled
36755,White,Women,2007,Unskilled
11147,White,Men,2015,Skilled
71246,White,Men,2015,Unskilled
66966,White,Men,2007,Unskilled
56698,White,Men,2007,Semi-Skilled
20657,Minority,Women,2015,Unskilled
21571,White,Men,2007,Unskilled
23053,White,Men,2007,Unskilled
4834,Minority,Women,2007,Skilled
14354,Minority,Women,2007,Unskilled
65985,White,Women,2015,Semi-Skilled
34621,White,Men,2007,Unskilled
50474,White,Men,2007,Unskilled
63641,White,Men,2015,Semi-Skilled
25755,White,Women,2007,Unskilled
6448,Minority,Women,2015,Skilled
50253,Minority,Women,2015,Unskilled
42569,Minority,Women,2007,Unskilled
82815,White,Women,2015,Unskilled
32101,White,Women,2015,Unskilled
6266,Minority,Women,2015,Skilled
61722,White,Men,2015,Semi-Skilled
40412,Minority,Men,2007,Unskilled
69270,White,Women,2007,Unskilled
6723,Minority,Men,2007,Unskilled
33208,White,Women,2015,Unskilled
83280,White,Women,2015,Unskilled
49053,Minority,Women,2015,Unskilled
65532,White,Women,2015,Semi-Skilled
53967,White,Men,2015,Unskilled
72938,White,Men,2007,Unskilled
14850,White,Men,2007,Skilled
42273,Minority,Women,2007,Unskilled
11388,Minority,Women,2015,Unskilled
44143,White,Women,2015,Unskilled
49983,Minority,Women,2015,Unskilled
2211,White,Women,2015,Skilled
36470,White,Women,2007,Unskilled
26876,Minority,Men,2007,Semi-Skilled
15321,White,Men,2007,Skilled
8591,White,Men,2015,Skilled
75586,White,Women,2007,Unskilled
39985,Minority,Men,2007,Unskilled
32720,Minority,Men,2007,Unskilled
52072,White,Men,2015,Unskilled
18620,Minority,Women,2015,Unskilled
17215,White,Women,2007,Skilled
183,White,Men,2007,Skilled
25053,White,Women,2007,Unskilled
21862,Minority,Men,2007,Unskilled
23753,Minority,Men,2015,Unskilled
18290,Minority,Women,2015,Unskilled
51354,Minority,Women,2015,Unskilled
75250,White,Women,2007,Unskilled
54804,White,Men,2015,Unskilled
11282,Minority,Women,2015,Unskilled
38960,White,Women,2007,Unskilled
24471,Minority,Men,2007,Semi-Skilled
13338,Minority,Men,2007,Unskilled
21769,White,Men,2007,Unskilled
45478,White,Women,2015,Unskilled
48626,Minority,Women,2015,Unskilled
15083,Minority,Women,2007,Unskilled
10725,Minority,Men,2015,Unskilled
53084,White,Men,2015,Unskilled
40228,White,Women,2007,Unskilled
27088,Minority,Women,2007,Semi-Skilled
59494,White,Men,2007,Semi-Skilled
70485,White,Men,2015,Unskilled
28629,Minority,Men,2015,Semi-Skilled
84071,White,Women,2015,Unskilled
4172,Minority,Men,2007,Skilled
46593,Minority,Men,2015,Unskilled
57637,White,Men,2007,Semi-Skilled
23905,Minority,Men,2015,Unskilled
34233,Minority,Men,2007,Unskilled
27347,White,Women,2007,Unskilled
33393,White,Women,2015,Unskilled
68390,White,Women,2007,Unskilled
20453,Minority,Women,2015,Unskilled
4364,Minority,Men,2007,Skilled
4117,Minority,Men,2007,Skilled
75519,White,Women,2007,Unskilled
65167,White,Women,2015,Semi-Skilled
66544,White,Men,2007,Unskilled
16041,White,Men,2007,Skilled
75972,White,Women,2007,Unskilled
42114,White,Men,2015,Unskilled
21127,Minority,Men,2007,Unskilled
34476,Minority,Men,2007,Unskilled
80544,White,Men,2015,Unskilled
29030,White,Men,2015,Unskilled
37133,White,Women,2007,Unskilled
56078,White,Men,2007,Semi-Skilled
17145,Minority,Men,2015,Unskilled
29773,Minority,Men,2015,Semi-Skilled
4226,Minority,Men,2007,Skilled
2161,Minority,Men,2015,Skilled
63725,White,Men,2015,Semi-Skilled
60129,White,Women,2007,Semi-Skilled
55395,White,Men,2007,Semi-Skilled
59218,White,Men,2007,Semi-Skilled
19565,White,Men,2015,Skilled
68088,White,Men,2007,Unskilled
43089,Minority,Women,2007,Unskilled
43437,Minority,Women,2007,Unskilled
10658,White,Men,2015,Skilled
57326,White,Men,2007,Semi-Skilled
40990,White,Women,2007,Unskilled
5249,White,Men,2007,Skilled
80112,White,Men,2015,Unskilled
6452,White,Women,2007,Skilled
54806,White,Men,2015,Unskilled
37296,Minority,Men,2015,Unskilled
32153,White,Women,2015,Unskilled
41973,White,Men,2015,Unskilled
31034,White,Women,2015,Unskilled
49557,Minority,Women,2015,Unskilled
1475,Minority,Women,2007,Skilled
34845,Minority,Women,2007,Unskilled
49546,White,Men,2007,Unskilled
22567,Minority,Women,2007,Unskilled
4403,White,Men,2007,Skilled
48096,White,Men,2007,Unskilled
42161,Minority,Men,2007,Unskilled
81221,White,Women,2015,Unskilled
81634,White,Women,2015,Unskilled
290,White,Men,2007,Skilled
63972,White,Men,2015,Semi-Skilled
45805,White,Women,2015,Unskilled
46896,Minority,Men,2015,Unskilled
5687,Minority,Men,2015,Skilled
73393,White,Men,2007,Unskilled
30179,Minority,Men,2015,Semi-Skilled
26974,White,Women,2007,Unskilled
9837,White,Men,2015,Skilled
63423,White,Men,2015,Semi-Skilled
12077,White,Men,2015,Skilled
25250,White,Women,2007,Unskilled
41564,White,Men,2015,Unskilled
15275,Minority,Women,2007,Unskilled
71333,White,Men,2015,Unskilled
80673,White,Women,2015,Unskilled
51156,Minority,Women,2015,Unskilled
3542,Minority,Women,2015,Skilled
51046,White,Men,2007,Unskilled
4167,White,Men,2007,Skilled
46384,White,Women,2015,Unskilled
40286,Minority,Men,2007,Unskilled
49641,White,Men,2007,Unskilled
37436,White,Women,2007,Unskilled
10104,Minority,Men,2015,Unskilled
25757,White,Women,2007,Unskilled
53093,White,Men,2015,Unskilled
32514,White,Women,2015,Unskilled
5856,White,Men,2007,Skilled
22229,White,Men,2007,Unskilled
16821,Minority,Women,2007,Unskilled
56853,White,Men,2007,Semi-Skilled
39103,White,Women,2007,Unskilled
38088,White,Women,2007,Unskilled
36534,Minority,Men,2015,Unskilled
34934,Minority,Women,2007,Unskilled
47648,Minority,Men,2015,Unskilled
66698,White,Men,2007,Unskilled
71151,White,Men,2015,Unskilled
5045,Minority,Women,2007,Skilled
44232,White,Women,2015,Unskilled
49722,Minority,Women,2015,Unskilled
48725,White,Men,2007,Unskilled
70594,White,Men,2015,Unskilled
6419,Minority,Women,2015,Skilled
5236,White,Men,2007,Skilled
44918,Minority,Women,2007,Unskilled
36631,Minority,Men,2015,Unskilled
2990,Minority,Women,2015,Skilled
45224,White,Women,2015,Unskilled
49859,White,Men,2007,Unskilled
42568,White,Men,2015,Unskilled
76568,White,Women,2007,Unskilled
25538,Minority,Men,2007,Semi-Skilled
82410,White,Women,2015,Unskilled
31307,Minority,Women,2015,Semi-Skilled
38142,White,Women,2007,Unskilled
4821,White,Men,2007,Skilled
13128,White,Women,2015,Skilled
26345,White,Women,2007,Unskilled
16628,Minority,Women,2007,Unskilled
76852,White,Women,2007,Unskilled
310,White,Men,2007,Skilled
82541,White,Women,2015,Unskilled
979,White,Women,2007,Skilled
60110,White,Women,2007,Semi-Skilled
33597,White,Women,2015,Unskilled
35704,Minority,Women,2007,Unskilled
23236,White,Men,2007,Unskilled
49247,Minority,Women,2015,Unskilled
64970,White,Men,2015,Semi-Skilled
73230,White,Men,2007,Unskilled
51333,Minority,Women,2015,Unskilled
25187,Minority,Men,2007,Semi-Skilled
39278,Minority,Women,2015,Unskilled
9864,White,Men,2015,Skilled
7830,White,Women,2007,Skilled
52633,Minority,Women,2015,Unskilled
57849,White,Men,2007,Semi-Skilled
51,White,Men,2007,Skilled
5820,Minority,Men,2015,Skilled
34851,White,Men,2007,Unskilled
27451,Minority,Women,2007,Semi-Skilled
11341,Minority,Women,2015,Unskilled
49208,Minority,Women,2015,Unskilled
80667,White,Women,2015,Unskilled
3396,Minority,Women,2015,Skilled
59352,White,Men,2007,Semi-Skilled
5573,Minority,Men,2015,Skilled
23252,Minority,Men,2015,Unskilled
38144,Minority,Men,2015,Unskilled
33925,White,Women,2015,Unskilled
6069,White,Men,2007,Skilled
21490,White,Men,2007,Unskilled
37092,White,Women,2007,Unskilled
70610,White,Men,2015,Unskilled
75792,White,Women,2007,Unskilled
26482,White,Women,2007,Unskilled
45054,Minority,Women,2007,Unskilled
39833,White,Women,2007,Unskilled
26530,White,Women,2007,Unskilled
20617,White,Women,2015,Skilled
45082,Minority,Women,2007,Unskilled
35744,White,Women,2007,Unskilled
36373,White,Women,2007,Unskilled
48102,White,Men,2007,Unskilled
21096,Minority,Women,2015,Unskilled
8839,Minority,Women,2007,Unskilled
8215,Minority,Women,2007,Unskilled
83427,White,Women,2015,Unskilled
60887,White,Women,2007,Semi-Skilled
65032,White,Women,2015,Semi-Skilled
4434,Minority,Women,2007,Skilled
1311,Minority,Women,2007,Skilled
76250,White,Women,2007,Unskilled
11898,Minority,Women,2015,Unskilled
11935,Minority,Women,2015,Unskilled
16458,Minority,Women,2007,Unskilled
66006,White,Women,2015,Semi-Skilled
20450,White,Women,2015,Skilled
8184,Minority,Women,2007,Unskilled
31037,White,Women,2015,Unskilled
18907,Minority,Women,2015,Unskilled
74673,White,Women,2007,Unskilled
8797,White,Men,2015,Skilled
64685,White,Men,2015,Semi-Skilled
4116,Minority,Men,2007,Skilled
76514,White,Women,2007,Unskilled
79768,White,Men,2015,Unskilled
84393,White,Women,2015,Unskilled
8418,White,Women,2007,Skilled
73417,White,Men,2007,Unskilled
72210,White,Men,2007,Unskilled
13150,White,Women,2015,Skilled
36427,White,Women,2007,Unskilled
19663,Minority,Women,2015,Unskilled
41124,White,Women,2007,Unskilled
38633,White,Women,2007,Unskilled
4173,White,Men,2007,Skilled
24364,Minority,Men,2007,Semi-Skilled
58214,White,Men,2007,Semi-Skilled
27222,White,Women,2007,Unskilled
3264,Minority,Women,2015,Skilled
13155,Minority,Men,2007,Unskilled
50032,White,Men,2007,Unskilled
31046,Minority,Women,2015,Semi-Skilled
15087,White,Men,2007,Skilled
39333,White,Women,2007,Unskilled
19054,Minority,Women,2015,Unskilled
43788,Minority,Women,2007,Unskilled
22876,White,Men,2007,Unskilled
30971,Minority,Women,2015,Semi-Skilled
9006,Minority,Women,2007,Unskilled
6407,White,Women,2007,Skilled
29651,White,Men,2015,Unskilled
53699,White,Men,2015,Unskilled
24312,Minority,Men,2007,Semi-Skilled
30996,White,Women,2015,Unskilled
73371,White,Men,2007,Unskilled
34600,White,Men,2007,Unskilled
3851,White,Men,2007,Skilled
33134,White,Women,2015,Unskilled
43478,Minority,Women,2007,Unskilled
83857,White,Women,2015,Unskilled
16316,Minority,Women,2007,Unskilled
3722,White,Men,2007,Skilled
26664,White,Women,2007,Unskilled
28174,White,Men,2015,Unskilled
8984,Minority,Women,2007,Unskilled
14407,White,Women,2015,Skilled
11706,Minority,Women,2015,Unskilled
78616,White,Men,2015,Unskilled
34816,Minority,Women,2007,Unskilled
63375,White,Men,2015,Semi-Skilled
16765,Minority,Women,2007,Unskilled
48835,White,Men,2007,Unskilled
50107,White,Men,2007,Unskilled
32995,Minority,Men,2007,Unskilled
35356,Minority,Women,2007,Unskilled
32076,White,Women,2015,Unskilled
68737,White,Women,2007,Unskilled
35963,White,Women,2007,Unskilled
25468,White,Women,2007,Unskilled
78317,White,Men,2015,Unskilled
11802,White,Men,2015,Skilled
52560,White,Men,2015,Unskilled
52539,Minority,Women,2015,Unskilled
70229,White,Men,2015,Unskilled
70965,White,Men,2015,Unskilled
8416,White,Women,2007,Skilled
10175,Minority,Men,2015,Unskilled
32362,White,Women,2015,Unskilled
48121,White,Men,2007,Unskilled
19100,Minority,Women,2015,Unskilled
10914,Minority,Men,2015,Unskilled
66284,White,Men,2007,Unskilled
15777,Minority,Women,2007,Unskilled
32941,White,Women,2015,Unskilled
10891,Minority,Men,2015,Unskilled
48320,Minority,Men,2015,Unskilled
59530,White,Men,2007,Semi-Skilled
34341,White,Men,2007,Unskilled
80410,White,Men,2015,Unskilled
15818,Minority,Women,2007,Unskilled
65138,White,Women,2015,Semi-Skilled
19097,White,Men,2015,Skilled
71352,White,Men,2015,Unskilled
66952,White,Men,2007,Unskilled
36420,White,Women,2007,Unskilled
39191,Minority,Women,2015,Unskilled
83719,White,Women,2015,Unskilled
21281,White,Men,2007,Unskilled
33649,Minority,Men,2007,Unskilled
5169,White,Men,2007,Skilled
77412,White,Women,2007,Unskilled
41608,White,Men,2015,Unskilled
82848,White,Women,2015,Unskilled
3595,White,Men,2007,Skilled
43880,Minority,Women,2007,Unskilled
42000,White,Men,2015,Unskilled
27335,White,Women,2007,Unskilled
45723,White,Women,2015,Unskilled
4529,White,Men,2007,Skilled
11091,Minority,Men,2015,Unskilled
31577,White,Women,2015,Unskilled
20678,Minority,Women,2015,Unskilled
83837,White,Women,2015,Unskilled
31643,White,Women,2015,Unskilled
16747,White,Women,2007,Skilled
76560,White,Women,2007,Unskilled
36132,Minority,Men,2015,Unskilled
27556,Minority,Women,2007,Semi-Skilled
53092,White,Men,2015,Unskilled
81099,White,Women,2015,Unskilled
31049,Minority,Women,2015,Semi-Skilled
42919,White,Women,2015,Unskilled
8337,White,Women,2007,Skilled
37121,White,Women,2007,Unskilled
40963,Minority,Men,2007,Unskilled
30367,Minority,Men,2015,Semi-Skilled
28930,White,Men,2015,Unskilled
24634,White,Women,2007,Unskilled
7392,White,Women,2007,Skilled
50855,White,Men,2007,Unskilled
32327,Minority,Men,2007,Unskilled
29256,White,Men,2015,Unskilled
77906,White,Women,2007,Unskilled
18652,White,Men,2015,Skilled
880,White,Men,2007,Skilled
44181,White,Women,2015,Unskilled
45569,White,Women,2015,Unskilled
35604,White,Women,2007,Unskilled
33038,Minority,Men,2007,Unskilled
38436,White,Women,2007,Unskilled
70199,White,Men,2015,Unskilled
42098,Minority,Men,2007,Unskilled
13198,Minority,Men,2007,Unskilled
54559,White,Men,2015,Unskilled
70552,White,Men,2015,Unskilled
31795,White,Women,2015,Unskilled
66430,White,Men,2007,Unskilled
40585,Minority,Men,2007,Unskilled
34266,Minority,Men,2007,Unskilled
45591,White,Women,2015,Unskilled
78967,White,Men,2015,Unskilled
52938,White,Men,2015,Unskilled
8376,White,Women,2007,Skilled
74265,White,Men,2007,Unskilled
8420,Minority,Women,2007,Unskilled
62286,White,Men,2015,Semi-Skilled
80383,White,Men,2015,Unskilled
19147,White,Men,2015,Skilled
37432,White,Women,2007,Unskilled
7626,Minority,Men,2007,Unskilled
34393,White,Men,2007,Unskilled
22639,White,Men,2007,Unskilled
3552,Minority,Women,2015,Skilled
13187,White,Women,2015,Skilled
47332,Minority,Men,2015,Unskilled
48401,White,Men,2007,Unskilled
44166,Minority,Women,2007,Unskilled
26030,White,Women,2007,Unskilled
62092,White,Men,2015,Semi-Skilled
18911,Minority,Women,2015,Unskilled
43765,White,Women,2015,Unskilled
63380,White,Men,2015,Semi-Skilled
42373,Minority,Women,2007,Unskilled
10321,Minority,Men,2015,Unskilled
18217,Minority,Women,2015,Unskilled
77143,White,Women,2007,Unskilled
48437,Minority,Men,2015,Unskilled
13220,White,Women,2015,Skilled
9507,Minority,Women,2007,Unskilled
15522,Minority,Women,2007,Unskilled
70465,White,Men,2015,Unskilled
71293,White,Men,2015,Unskilled
24856,Minority,Men,2007,Semi-Skilled
21529,Minority,Men,2007,Unskilled
34736,Minority,Women,2007,Unskilled
78734,White,Men,2015,Unskilled
34084,White,Men,2007,Unskilled
25387,White,Women,2007,Unskilled
52435,Minority,Women,2015,Unskilled
26732,Minority,Men,2007,Semi-Skilled
48901,White,Men,2007,Unskilled
37488,White,Women,2007,Unskilled
6036,Minority,Women,2015,Skilled
44264,White,Women,2015,Unskilled
26015,White,Women,2007,Unskilled
26469,White,Women,2007,Unskilled
42187,White,Men,2015,Unskilled
50891,Minority,Women,2015,Unskilled
1479,Minority,Women,2007,Skilled
72685,White,Men,2007,Unskilled
22153,White,Men,2007,Unskilled
44193,Minority,Women,2007,Unskilled
68274,White,Men,2007,Unskilled
4607,Minority,Women,2007,Skilled
263,White,Men,2007,Skilled
4408,Minority,Women,2007,Skilled
8537,White,Men,2015,Skilled
43605,White,Women,2015,Unskilled
21490,Minority,Men,2007,Unskilled
59169,White,Men,2007,Semi-Skilled
15382,White,Men,2007,Skilled
82228,White,Women,2015,Unskilled
69657,White,Men,2015,Unskilled
82813,White,Women,2015,Unskilled
11356,Minority,Women,2015,Unskilled
43880,White,Women,2015,Unskilled
84258,White,Women,2015,Unskilled
42517,Minority,Women,2007,Unskilled
49739,Minority,Women,2015,Unskilled
5528,Minority,Men,2015,Skilled
65193,White,Women,2015,Semi-Skilled
12995,Minority,Women,2015,Unskilled
31076,White,Women,2015,Unskilled
19152,Minority,Women,2015,Unskilled
27267,Minority,Women,2007,Semi-Skilled
14714,White,Men,2007,Skilled
5709,White,Men,2007,Skilled
52206,Minority,Women,2015,Unskilled
3390,White,Men,2007,Skilled
2440,Minority,Men,2015,Skilled
10754,Minority,Men,2015,Unskilled
43723,White,Women,2015,Unskilled
964,Minority,Men,2007,Skilled
43937,White,Women,2015,Unskilled
21286,White,Men,2007,Unskilled
12126,Minority,Women,2015,Unskilled
25738,Minority,Men,2007,Semi-Skilled
67124,White,Men,2007,Unskilled
36223,Minority,Men,2015,Unskilled
29574,White,Men,2015,Unskilled
1470,White,Men,2015,Skilled
65336,White,Women,2015,Semi-Skilled
39216,White,Women,2007,Unskilled
82158,White,Women,2015,Unskilled
4552,White,Men,2007,Skilled
68812,White,Women,2007,Unskilled
15325,Minority,Women,2007,Unskilled
75791,White,Women,2007,Unskilled
8015,Minority,Women,2007,Unskilled
29021,Minority,Men,2015,Semi-Skilled
29997,Minority,Men,2015,Semi-Skilled
6783,Minority,Men,2007,Unskilled
31661,White,Women,2015,Unskilled
67994,White,Men,2007,Unskilled
31484,Minority,Women,2015,Semi-Skilled
3195,Minority,Women,2015,Skilled
21848,Minority,Men,2007,Unskilled
15396,Minority,Women,2007,Unskilled
82343,White,Women,2015,Unskilled
11821,White,Men,2015,Skilled
48070,Minority,Men,2015,Unskilled
44883,White,Women,2015,Unskilled
26725,Minority,Men,2007,Semi-Skilled
216,Minority,Men,2015,Skilled
31921,White,Women,2015,Unskilled
23461,White,Men,2007,Unskilled
52277,White,Men,2015,Unskilled
34945,White,Men,2007,Unskilled
50219,Minority,Women,2015,Unskilled
57890,White,Men,2007,Semi-Skilled
13156,Minority,Men,2007,Unskilled
10797,Minority,Men,2015,Unskilled
624,Minority,Men,2007,Skilled
54893,White,Men,2015,Unskilled
28436,Minority,Men,2015,Semi-Skilled
20270,White,Women,2015,Skilled
79162,White,Men,2015,Unskilled
45594,White,Women,2015,Unskilled
52724,White,Men,2015,Unskilled
30349,Minority,Men,2015,Semi-Skilled
23933,White,Men,2007,Unskilled
66873,White,Men,2007,Unskilled
46278,Minority,Men,2015,Unskilled
28874,Minority,Men,2015,Semi-Skilled
69687,White,Men,2015,Unskilled
55025,White,Men,2015,Unskilled
13863,White,Women,2015,Skilled
44237,White,Women,2015,Unskilled
3386,Minority,Women,2015,Skilled
21480,Minority,Men,2007,Unskilled
28011,Minority,Women,2007,Semi-Skilled
79958,White,Men,2015,Unskilled
11547,Minority,Women,2015,Unskilled
32678,White,Women,2015,Unskilled
45723,Minority,Men,2015,Unskilled
49056,Minority,Women,2015,Unskilled
35112,Minority,Women,2007,Unskilled
21583,Minority,Men,2007,Unskilled
25419,Minority,Men,2007,Semi-Skilled
69589,White,Men,2015,Unskilled
71157,White,Men,2015,Unskilled
47781,White,Women,2015,Unskilled
7954,White,Women,2007,Skilled
12909,White,Women,2015,Skilled
19178,Minority,Women,2015,Unskilled
2144,White,Men,2015,Skilled
45768,White,Women,2015,Unskilled
